date,fii_buy,fii_sell,fii_net,dii_buy,dii_sell,dii_net,nifty_close,nifty_return,nifty_next_return,fii_dii_net,fii_net_3d_sum,fii_net_5d_sum,fii_net_10d_sum,dii_net_5d_sum,fii_consecutive_buy
2020-02-06,186.53,443.47,-256.93,518.78,441.22,77.56,12137.9501953125,0.40366612301674376,-0.32625431230384194,-179.37,-350.67,-559.75,-934.78,778.71,0
2020-02-07,275.52,354.48,-78.95,583.31,376.69,206.61,12098.349609375,-0.32625431230384194,-0.5525514763038308,127.66000000000001,-413.17,-575.49,-963.71,930.79,0
2020-02-10,245.28,384.72,-139.43,658.74,301.26,357.48,12031.5,-0.5525514763038308,0.6350030388978967,218.05,-475.31,-569.05,-987.7900000000001,1137.23,0
2020-02-11,232.84,397.15,-164.31,557.84,402.16,155.68,12107.900390625,0.6350030388978967,0.7705696419483266,-8.629999999999995,-382.69,-716.91,-1009.79,1003.97,0
2020-02-12,287.79,342.21,-54.43,660.44,299.56,360.89,12201.2001953125,0.7705696419483266,-0.21759994314084485,306.46,-358.17,-694.05,-1075.75,1158.22,0
2020-02-13,305.67,324.33,-18.67,392.19,567.82,-175.63,12174.650390625,-0.21759994314084485,-0.5026854435148831,-194.3,-237.41,-455.79,-1015.54,905.0300000000001,0
2020-02-14,301.41,328.59,-27.18,612.83,347.17,265.66,12113.4501953125,-0.5026854435148831,-0.558473346026378,238.48000000000002,-100.28,-404.02,-979.5100000000001,964.0800000000002,0
2020-02-17,225.93,404.07,-178.15,565.72,394.28,171.43,12045.7998046875,-0.558473346026378,-0.44247626186481037,-6.719999999999999,-224.0,-442.74,-1011.7900000000001,778.0300000000001,0
2020-02-18,248.52,381.48,-132.96,540.97,419.03,121.93,11992.5,-0.44247626186481037,1.112365150093808,-11.030000000000001,-338.28999999999996,-411.39,-1128.3,744.28,0
2020-02-19,275.83,354.17,-78.34,566.02,393.98,172.04,12125.900390625,1.112365150093808,-0.3715252459506435,93.69999999999999,-389.45,-435.3,-1129.3500000000001,555.4300000000001,0
2020-02-20,303.3,326.7,-23.4,432.72,527.28,-94.57,12080.849609375,-0.3715252459506435,-2.081386879900149,-117.97,-234.70000000000002,-440.03,-895.82,636.49,0
2020-02-21,241.28,388.73,-147.45,546.06,413.94,132.11,,,,-15.339999999999975,-249.19,-560.3000000000001,-964.3199999999999,502.94000000000005,0
2020-02-24,253.79,376.21,-122.42,583.03,376.97,206.06,11829.400390625,-2.081386879900149,-0.2662856861702312,83.64,-293.27,-504.57,-947.3100000000001,537.57,0
2020-02-25,214.53,415.47,-200.93,654.88,305.12,349.77,11797.900390625,-0.2662856861702312,-1.0120477938589723,148.83999999999997,-470.8,-572.54,-983.93,765.4100000000001,0
2020-02-26,210.7,419.3,-208.59,526.91,433.09,93.82,11678.5,-1.0120477938589723,-0.3870376787472707,-114.77000000000001,-531.94,-702.79,-1138.09,687.19,0
2020-02-27,296.35,333.65,-37.3,508.31,451.69,56.61,11633.2998046875,-0.3870376787472707,-3.709607866493836,19.310000000000002,-446.82,-716.69,-1156.72,838.37,0
2020-02-28,319.53,310.47,9.06,527.97,432.03,95.94,11201.75,-3.709607866493836,-0.6159751824491688,105.0,-236.83,-560.18,-1120.48,802.1999999999999,1
2020-03-02,14222.48,15504.79,-1282.31,10509.93,7217.35,3292.58,11132.75,-0.6159751824491688,1.5319647408546855,2010.27,-1310.55,-1720.07,-2224.64,3888.72,0
2020-03-03,13098.34,16628.93,-3530.59,10147.38,7579.9,2567.48,11303.2998046875,1.5319647408546855,-0.46269501465237006,-963.1100000000001,-4803.84,-5049.73,-5622.27,6106.43,0
2020-03-04,11453.26,18274.01,-6820.75,8133.32,9593.96,-1460.64,11251.0,-0.46269501465237006,0.15998577904186018,-8281.39,-11633.650000000001,-11661.89,-12364.68,4551.97,0
2020-03-05,13451.91,16275.36,-2823.45,10199.72,7527.55,2672.17,11269.0,0.15998577904186018,-2.4806975302821943,-151.27999999999975,-13174.789999999999,-14448.04,-15164.73,7167.53,0
2020-03-06,12654.41,17072.87,-4418.46,10294.45,7432.83,2861.62,10989.4501953125,-2.4806975302821943,-4.895604333595161,-1556.8400000000001,-14062.66,-18875.559999999998,-19435.739999999998,9933.21,0
2020-03-09,14324.51,15402.77,-1078.26,12918.61,4808.67,8109.94,10451.4501953125,-4.895604333595161,0.06649981756232659,7031.679999999999,-8320.17,-18671.51,-20391.58,14750.57,0
2020-03-10,11123.12,18604.16,-7481.04,10018.61,7708.66,2309.95,,,,-5171.09,-12977.76,-22621.96,-27671.690000000002,14493.04,0
2020-03-11,11840.52,17886.75,-6046.23,10557.97,7169.3,3388.67,10458.400390625,0.06649981756232659,-8.301938801064711,-2657.5599999999995,-14605.529999999999,-21847.44,-33509.33,19342.35,0
2020-03-12,11717.03,18010.24,-6293.21,10190.77,7536.51,2654.26,9590.150390625,-8.301938801064711,3.8065076126893693,-3638.95,-19820.48,-25317.199999999997,-39765.24,19324.440000000002,0
2020-03-13,9664.0,20063.27,-10399.27,8952.44,8774.83,177.61,9955.2001953125,3.8065076126893693,-7.612100106679087,-10221.66,-22738.71,-31298.010000000002,-50173.57000000001,16640.43,0
2020-03-16,13035.81,16691.46,-3655.65,11476.67,6250.6,5226.07,9197.400390625,-7.612100106679087,-2.504518409052825,1570.4199999999996,-20348.13,-33875.4,-52546.909999999996,13756.56,0
2020-03-17,12968.62,16758.65,-3790.03,11049.81,6677.47,4372.34,8967.0498046875,-2.504518409052825,-5.556454027271506,582.31,-17844.95,-30184.39,-52806.350000000006,15818.95,0
2020-03-18,12478.19,17249.09,-4770.9,11092.51,6634.77,4457.74,8468.7998046875,-5.556454027271506,-2.4247781753128472,-313.15999999999985,-12216.58,-28909.06,-50756.5,16888.019999999997,0
2020-03-19,12018.87,17708.4,-5689.53,9235.6,8491.68,743.92,8263.4501953125,-2.4247781753128472,5.832914685846569,-4945.61,-14250.46,-28305.379999999997,-53622.579999999994,14977.68,0
2020-03-20,9756.26,19971.02,-10214.76,11760.57,5966.71,5793.86,8745.4501953125,5.832914685846569,-12.980466070471241,-4420.900000000001,-20675.190000000002,-28120.870000000003,-59418.88,20593.93,0
2020-03-23,11662.35,18064.93,-6402.58,8697.81,9029.46,-331.65,7610.25,-12.980466070471241,2.507142402516349,-6734.23,-22306.870000000003,-30867.800000000003,-64743.200000000004,15036.21,0
2020-03-24,11811.68,17915.59,-6103.91,10869.54,6857.73,4011.81,7801.0498046875,2.507142402516349,6.624746894667499,-2092.1,-22721.25,-33181.68,-63366.07,14675.68,0
2020-03-25,10931.07,18796.21,-7865.14,12620.72,5106.56,7514.16,8317.849609375,6.624746894667499,3.8904356430389475,-350.9800000000005,-20371.63,-36275.92,-65184.979999999996,17732.1,0
2020-03-26,12159.33,17567.94,-5408.61,9146.98,8580.3,566.68,8641.4501953125,3.8904356430389475,0.21755381634551707,-4841.929999999999,-19377.66,-35995.0,-64300.38,17554.86,0
2020-03-27,13242.63,16484.64,-3242.01,9610.26,8117.01,1493.25,8660.25,0.21755381634551707,-4.378053643081891,-1748.7600000000002,-16515.760000000002,-29022.25,-57143.12,13254.25,0
2020-03-30,16082.7,13644.58,2438.12,10337.5,7389.78,2947.72,8281.099609375,-4.378053643081891,3.8237722713360567,5385.84,-6212.500000000001,-20181.55,-51049.35,16533.62,1
2020-03-31,12802.92,16924.36,-4121.44,9678.86,8048.41,1630.45,8597.75,3.8237722713360567,-4.000467509668226,-2490.99,-4925.33,-18199.08,-51380.759999999995,14152.259999999998,0
2020-04-01,1953.6,2137.31,-183.71,779.1,1402.71,-623.61,8253.7998046875,-4.000467509668226,-2.0596574186770744,-807.32,-1867.0299999999997,-10517.65,-46793.57,6014.49,0
2020-04-02,2448.29,1642.62,805.67,926.48,1255.33,-328.85,,,,476.81999999999994,-3499.4799999999996,-4303.37,-40298.37,5118.959999999999,1
2020-04-03,2102.8,1988.11,114.69,936.31,1245.5,-309.19,8083.7998046875,-2.0596574186770744,8.763210467115034,-194.5,736.6499999999999,-946.6699999999998,-29968.92,3316.52,2
2020-04-06,2572.03,1518.87,1053.16,773.56,1408.26,-634.7,,,,418.46000000000004,1973.52,-2331.63,-22513.179999999997,-265.9000000000001,3
2020-04-07,2146.45,1944.46,201.99,1190.39,991.43,198.96,8792.2001953125,8.763210467115034,-0.4941902407507137,400.95000000000005,1369.84,1991.7999999999997,-16207.279999999999,-1697.39,4
2020-04-08,2900.87,1190.04,1710.83,965.51,1216.3,-250.79,8748.75,-0.4941902407507137,4.150883161880259,1460.04,2965.98,3886.3399999999997,-6631.309999999999,-1324.5700000000002,5
2020-04-09,2188.05,1902.86,285.19,696.5,1485.31,-788.81,9111.900390625,4.150883161880259,-1.295567073707915,-503.61999999999995,2198.0099999999998,3365.8599999999997,-937.51,-1784.53,6
2020-04-10,2328.95,1761.96,566.99,995.03,1186.78,-191.75,,,,375.24,2563.01,3818.16,2871.49,-1667.09,7
2020-04-13,2675.88,1415.02,1260.86,731.5,1450.32,-718.82,8993.849609375,-1.295567073707915,-0.7621853562688519,542.0399999999998,2113.04,4025.8599999999997,1694.23,-1751.21,8
2020-04-14,2051.3,2039.61,11.69,1016.12,1165.69,-149.57,,,,-137.88,1839.54,3835.56,5827.36,-2099.74,9
2020-04-15,2496.83,1594.07,902.76,1076.14,1105.67,-29.53,8925.2998046875,-0.7621853562688519,0.7562771164790316,873.23,2175.31,3027.49,6913.829999999999,-1878.48,10
2020-04-16,2826.69,1264.21,1562.48,756.38,1425.44,-669.06,8992.7998046875,0.7562771164790316,3.046328187687486,893.4200000000001,2476.9300000000003,4304.78,7670.639999999999,-1758.73,11
2020-04-17,1936.24,2154.67,-218.43,1044.6,1137.21,-92.61,9266.75,3.046328187687486,-0.05288143766692954,-311.04,2246.81,3519.3599999999997,7337.5199999999995,-1659.59,0
2020-04-20,2483.75,1607.15,876.6,955.65,1226.17,-270.52,9261.849609375,-0.05288143766692954,-3.0274667144095657,606.08,2220.65,3135.1000000000004,7160.959999999999,-1211.29,1
2020-04-21,2506.74,1584.17,922.57,1021.77,1160.04,-138.27,8981.4501953125,-3.0274667144095657,2.291941778872575,784.3000000000001,1580.7400000000002,4045.98,7881.539999999999,-1199.99,2
2020-04-22,2666.2,1424.71,1241.49,1195.4,986.41,208.99,9187.2998046875,2.291941778872575,1.377995587701486,1450.48,3040.66,4384.71,7412.199999999999,-961.47,3
2020-04-23,2049.44,2041.47,7.97,849.32,1332.5,-483.18,9313.900390625,1.377995587701486,-1.7124941572334906,-475.21,2172.0299999999997,2830.2,7134.98,-775.59,4
2020-04-24,2023.93,2066.98,-43.05,767.19,1414.62,-647.43,9154.400390625,-1.7124941572334906,1.3971358975458648,-690.4799999999999,1206.41,3005.58,6524.94,-1330.4099999999999,0
2020-04-27,2586.8,1504.1,1082.7,745.26,1436.56,-691.3,9282.2998046875,1.3971358975458648,1.0622430648890235,391.4000000000001,1047.62,3211.6800000000003,6346.78,-1751.19,1
2020-04-28,2518.07,1572.83,945.24,757.16,1424.65,-667.49,9380.900390625,1.0622430648890235,1.8383013524196468,277.75,1984.8899999999999,3234.35,7280.33,-2280.41,2
2020-04-29,2503.87,1587.03,916.84,876.51,1305.31,-428.8,9553.349609375,1.8383013524196468,3.208830345213909,488.04,2944.7799999999997,2909.7000000000003,7294.41,-2918.2,3
2020-04-30,2533.19,1557.72,975.47,944.08,1237.74,-293.66,9859.900390625,3.208830345213909,-5.744483901313502,681.81,2837.5499999999997,3877.2000000000003,6707.400000000001,-2728.68,4
2020-05-01,1715.68,2284.32,-568.63,3328.25,2386.04,942.21,,,,373.58000000000004,1323.6799999999998,3351.62,6357.2,-1139.04,0
2020-05-04,1876.49,2123.51,-247.02,2962.62,2751.66,210.96,9293.5,-5.744483901313502,-0.9458265521601117,-36.06,159.8199999999998,2021.9000000000003,5233.58,-236.78,0
2020-05-05,1638.65,2361.35,-722.69,3261.53,2452.76,808.77,9205.599609375,-0.9458265521601117,0.7093593467121684,86.07999999999993,-1538.3400000000001,353.97,3588.3199999999997,1239.48,0
2020-05-06,2059.45,1940.55,118.91,3234.01,2480.27,753.74,9270.900390625,0.7093593467121684,-0.7750119504051356,872.65,-850.8000000000003,-443.96000000000004,2465.74,2422.02,1
2020-05-07,1557.55,2442.45,-884.9,2887.98,2826.31,61.67,9199.0498046875,-0.7750119504051356,0.5701697069383505,-823.23,-1488.6800000000003,-2304.33,1572.87,2777.3500000000004,0
2020-05-08,2429.45,1570.55,858.91,3320.31,2393.97,926.34,9251.5,0.5701697069383505,-0.13294930214019507,1785.25,92.91999999999973,-876.79,2474.8299999999995,2761.48,1
2020-05-11,1817.62,2182.38,-364.75,3378.79,2335.49,1043.3,9239.2001953125,-0.13294930214019507,-0.4616242718351149,678.55,-390.74000000000024,-994.5200000000001,1027.3799999999997,3593.8199999999997,0
2020-05-12,1384.47,2615.53,-1231.06,3529.25,2185.04,1344.21,9196.5498046875,-0.4616242718351149,2.033371253039773,113.15000000000009,-736.9000000000002,-1502.8899999999999,-1148.9200000000003,4129.26,0
2020-05-13,1322.03,2677.97,-1355.93,3520.82,2193.46,1327.36,9383.5498046875,2.033371253039773,-2.5661909373274727,-28.570000000000164,-2951.7400000000002,-2977.73,-3421.6900000000005,4702.88,0
2020-05-14,1775.8,2224.2,-448.41,2820.36,2893.92,-73.56,9142.75,-2.5661909373274727,-0.06453627874545287,-521.97,-3035.4,-2541.24,-4845.570000000001,4567.65,0
2020-05-15,1569.58,2430.42,-860.84,2947.07,2767.21,179.86,9136.849609375,-0.06453627874545287,-3.4322509703259896,-680.98,-2665.1800000000003,-4260.99,-5137.780000000001,3821.17,0
2020-05-18,1843.42,2156.57,-313.15,3365.61,2348.67,1016.94,8823.25,-3.4322509703259896,0.632982284022332,703.7900000000001,-1622.4,-4209.389999999999,-5203.91,3794.8099999999995,0
2020-05-19,1773.1,2226.91,-453.81,3365.26,2349.03,1016.23,8879.099609375,0.632982284022332,2.1111396826158035,562.4200000000001,-1627.8000000000002,-3432.14,-4935.030000000001,3466.83,0
2020-05-20,1613.59,2386.41,-772.83,3365.62,2348.67,1016.95,9066.5498046875,2.1111396826158035,0.4378754451001221,244.12,-1539.7900000000002,-2849.04,-5826.77,3156.42,0
2020-05-21,1387.5,2612.5,-1225.0,4327.14,1387.14,2940.0,9106.25,0.4378754451001221,-0.735758407687026,1715.0,-2451.6400000000003,-3625.6299999999997,-6166.870000000001,6169.98,0
2020-05-22,1192.35,2807.65,-1615.3,3381.71,2332.58,1049.13,9039.25,-0.735758407687026,-0.11284338094974533,-566.1699999999998,-3613.13,-4380.09,-8641.08,7039.25,0
2020-05-25,1504.42,2495.57,-991.15,3544.38,2169.91,1374.47,,,,383.32000000000005,-3831.4500000000003,-5058.09,-9267.48,7396.78,0
2020-05-26,1885.03,2114.97,-229.95,3492.07,2222.21,1269.86,9029.0498046875,-0.11284338094974533,3.1664504771761637,1039.9099999999999,-2836.4,-4834.23,-8266.37,7650.41,0
2020-05-27,1697.39,2302.61,-605.21,3404.9,2309.39,1095.51,9314.9501953125,3.1664504771761637,1.8803043536468778,490.29999999999995,-1826.3100000000002,-4666.61,-7515.650000000001,7728.969999999999,0
2020-05-28,1270.96,2729.04,-1458.08,3126.42,2587.86,538.56,9490.099609375,1.8803043536468778,0.9504662651105722,-919.52,-2293.2400000000002,-4899.69,-8525.32,5327.53,0
2020-05-29,1685.44,2314.55,-629.11,3435.89,2278.4,1157.49,9580.2998046875,0.9504662651105722,2.5662097319460564,528.38,-2692.4000000000005,-3913.4999999999995,-8293.59,5435.889999999999,0
2020-06-01,3064.09,2663.18,400.91,488.73,874.91,-386.18,9826.150390625,2.5662097319460564,1.5565527970742954,14.730000000000018,-1686.2800000000004,-2521.4399999999996,-7579.53,3675.2400000000002,1
2020-06-02,3289.26,2438.01,851.25,641.66,721.97,-80.31,9979.099609375,1.5565527970742954,0.8262288035990828,770.94,623.0499999999997,-1440.2399999999998,-6274.47,2325.0699999999997,2
2020-06-03,3184.85,2542.42,642.43,475.53,888.11,-412.58,10061.5498046875,0.8262288035990828,-0.3225168681009971,229.84999999999997,1894.5899999999997,-192.5999999999998,-4859.210000000001,816.98,3
2020-06-04,3423.14,2304.14,1119.0,543.98,819.65,-275.67,10029.099609375,-0.3225168681009971,1.1272276241460544,843.3299999999999,2612.6799999999994,2384.48,-2515.2100000000005,2.75,4
2020-06-05,4361.1,1366.17,2994.93,606.57,757.06,-150.49,10142.150390625,1.1272276241460544,0.24945207587225848,2844.4399999999996,4756.36,6008.52,2095.0199999999995,-1305.23,5
2020-06-08,2604.33,3122.94,-518.61,643.01,720.63,-77.62,10167.4501953125,0.24945207587225848,-1.1881032349997822,-596.23,3595.3199999999993,5089.0,2567.5599999999995,-996.67,0
2020-06-09,3677.03,2050.24,1626.79,434.34,929.29,-494.95,10046.650390625,-1.1881032349997822,0.6917728526201428,1131.84,4103.11,5864.54,4424.299999999999,-1411.31,1
2020-06-10,2711.27,3016.01,-304.74,521.79,841.85,-320.06,10116.150390625,0.6917728526201428,-2.116915846006606,-624.8,803.4399999999998,4917.37,4724.7699999999995,-1318.79,0
2020-06-11,3190.49,2536.78,653.71,507.6,856.03,-348.43,9902.0,-2.116915846006606,0.716020911179549,305.28000000000003,1975.7599999999998,4452.08,6836.5599999999995,-1391.55,1
2020-06-12,3846.2,1881.08,1965.12,489.58,874.05,-384.47,9972.900390625,0.716020911179549,-1.5963279394844432,1580.6499999999999,2314.0899999999997,3422.2699999999995,9430.789999999999,-1625.53,2
2020-06-15,3415.75,2311.53,1104.22,733.88,629.76,104.12,9813.7001953125,-1.5963279394844432,1.022038606145803,1208.3400000000001,3723.05,5045.1,10134.099999999999,-1443.79,3
2020-06-16,2936.0,2791.28,144.72,596.47,767.16,-170.69,9914.0,1.022038606145803,-0.3313456664817416,-25.97,3214.06,3563.0299999999997,9427.57,-1119.5300000000002,4
2020-06-17,3088.26,2639.02,449.24,428.22,935.41,-507.19,9881.150390625,-0.3313456664817416,2.130318755189853,-57.94999999999999,1698.1799999999998,4317.01,9234.38,-1306.66,5
2020-06-18,3674.23,2053.04,1621.19,648.27,715.36,-67.09,10091.650390625,2.130318755189853,1.5136275444292302,1554.1000000000001,2215.1499999999996,5284.49,9736.57,-1025.32,6
2020-06-19,3081.93,2645.35,436.58,769.9,593.73,176.17,10244.400390625,1.5136275444292302,0.6520616350433883,612.75,2507.01,3755.95,7178.219999999999,-464.67999999999995,7
2020-06-22,3479.68,2247.6,1232.08,659.85,703.79,-43.94,10311.2001953125,0.6520616350433883,1.5497691991291696,1188.1399999999999,3289.8499999999995,3883.81,8928.91,-612.74,8
2020-06-23,3407.89,2319.39,1088.5,402.11,961.52,-559.41,10471.0,1.5497691991291696,-1.5824677233549855,529.09,2757.16,4827.59,8390.619999999999,-1001.4599999999999,9
2020-06-24,3115.02,2612.26,502.76,506.66,856.97,-350.31,10305.2998046875,-1.5824677233549855,-0.1591357298992957,152.45,2823.3399999999997,4881.110000000001,9198.119999999999,-844.5799999999999,10
2020-06-25,4289.39,1437.89,2851.5,683.53,680.11,3.42,10288.900390625,-0.1591357298992957,0.914574014738645,2854.92,4442.76,6111.42,11395.91,-774.0699999999999,11
2020-06-26,3655.05,2072.23,1582.82,484.1,879.54,-395.44,10383.0,0.914574014738645,-0.6799538608783573,1187.3799999999999,4937.08,7257.66,11013.61,-1345.6799999999998,12
2020-06-29,2538.01,3189.26,-651.25,600.39,763.24,-162.85,10312.400390625,-0.6799538608783573,-0.09988732845714887,-814.1,3783.0699999999997,5374.33,9258.14,-1464.59,0
2020-06-30,3467.07,2260.2,1206.87,633.81,729.83,-96.02,10302.099609375,-0.09988732845714887,1.2419817334717198,1110.85,2138.4399999999996,5492.7,10320.289999999999,-1001.1999999999999,1
2020-07-01,479.89,433.16,46.73,522.56,520.92,1.64,10430.0498046875,1.2419817334717198,1.1663452514898642,48.37,602.3499999999995,5036.67,9917.779999999999,-649.2499999999999,2
2020-07-02,542.63,370.42,172.21,749.36,294.12,455.24,10551.7001953125,1.1663452514898642,0.5273976044848361,627.45,1425.8099999999995,2357.3799999999997,8468.8,-197.42999999999995,3
2020-07-03,312.5,600.55,-288.05,474.5,568.98,-94.48,10607.349609375,0.5273976044848361,1.4735139974255018,-382.53000000000003,-69.11000000000047,486.5099999999999,7744.169999999999,103.53000000000004,0
2020-07-06,472.84,440.2,32.64,595.63,447.85,147.78,10763.650390625,1.4735139974255018,0.3344590235981215,180.42000000000002,-83.20000000000046,1170.3999999999999,6544.7300000000005,414.1600000000001,1
2020-07-07,528.67,384.38,144.29,645.42,398.05,247.37,10799.650390625,0.3344590235981215,-0.8694762073642059,391.65999999999997,-111.12000000000049,107.81999999999988,5600.5199999999995,757.5500000000001,2
2020-07-08,456.68,456.36,0.32,624.75,418.73,206.02,10705.75,-0.8694762073642059,1.0060032721901813,206.34,177.24999999999957,61.40999999999988,5098.08,961.9300000000001,3
2020-07-09,665.01,248.04,416.97,563.94,479.53,84.41,10813.4501953125,1.0060032721901813,-0.4198511095439339,501.38,561.5799999999996,306.1699999999999,2663.5499999999997,591.1,4
2020-07-10,443.49,469.55,-26.06,591.84,451.64,140.2,10768.0498046875,-0.4198511095439339,0.3217889149241815,114.13999999999999,391.2299999999996,568.16,1054.6699999999998,825.7800000000001,0
2020-07-13,515.11,397.94,117.17,572.67,470.8,101.87,10802.7001953125,0.3217889149241815,-1.808349601540049,219.04000000000002,508.07999999999964,652.6899999999999,1823.09,779.87,1
2020-07-14,556.39,356.65,199.74,566.19,477.29,88.9,10607.349609375,-1.808349601540049,0.10229309240368245,288.64,290.8499999999996,708.1399999999999,815.96,621.4,2
2020-07-15,651.18,261.86,389.32,663.0,380.47,282.53,10618.2001953125,0.10229309240368245,1.1466161662100571,671.8499999999999,706.2299999999996,1097.1399999999999,1158.55,697.91,3
2020-07-16,443.08,469.97,-26.89,629.86,413.61,216.25,10739.9501953125,1.1466161662100571,1.506059125586967,189.36,562.1699999999996,653.2799999999999,959.4499999999999,829.75,0
2020-07-17,631.06,281.98,349.08,559.22,484.26,74.96,10901.7001953125,1.506059125586967,1.1053321760931656,424.03999999999996,711.5099999999995,1028.4199999999998,1596.58,764.51,1
2020-07-20,547.67,365.37,182.3,666.37,377.11,289.26,11022.2001953125,1.1053321760931656,1.2706156865764484,471.56,504.4899999999996,1093.55,1746.24,951.9000000000001,2
2020-07-21,475.94,437.1,38.84,626.52,416.96,209.56,11162.25,1.2706156865764484,-0.2656309491813946,248.4,570.2199999999997,932.65,1640.79,1072.56,3
2020-07-22,580.36,332.69,247.67,660.53,382.94,277.59,11132.599609375,-0.2656309491813946,0.7442159858846331,525.26,468.8099999999996,790.9999999999999,1888.14,1067.62,4
2020-07-23,561.33,351.71,209.62,648.2,395.27,252.93,11215.4501953125,0.7442159858846331,-0.18991484351116306,462.55,496.1299999999996,1027.5099999999998,1680.79,1104.3,5
2020-07-24,503.52,409.52,94.0,550.06,493.41,56.65,11194.150390625,-0.18991484351116306,-0.5569925698846956,150.65,551.2899999999996,772.43,1800.85,1085.99,6
